,0
1365,129373.5992992811
1366,131914.59635175095
1367,234842.05353808927
1368,235713.05504747675
1369,227543.05838160627
1370,184226.24558967497
1371,229674.90983876455
1372,297514.4573924351
1373,230233.55828244562
1374,213711.00024634277
1375,201851.13391856386
1376,157274.75027897657
1377,138842.09538947773
1378,164501.44547910494
1379,197474.01469492758
1380,198599.57931829928
1381,225776.55694002533
1382,159937.31937221286
1383,183284.51485326063
1384,106215.79319165355
1385,206115.032910158
1386,207131.91375110854
1387,216212.00490112108
1388,200547.60418746158
1389,278168.0980655296
1390,208344.26527473851
1391,227539.63519621486
1392,237140.64667165998
1393,153027.53629361192
1394,203350.8301275867
1395,190916.8555886027
1396,196240.0275028899
1397,231373.8905240747
1398,73212.34903104542
1399,143673.9917696088
1400,131345.56945962692
1401,193946.5073602388
1402,152441.2973310356
1403,239446.0634330782
1404,153889.9128155083
1405,125758.07985642801
1406,98823.12027498508
1407,75082.45442984434
1408,71244.60295341793
1409,114145.92326381363
1410,80165.33548229892
1411,10861.589581558073
1412,69308.77008428723
1413,163712.56130205354
1414,100979.77730245599
1415,165569.72948537112
1416,145998.54405087585
1417,161564.89001994935
1418,124887.04197293145
1419,106995.90438510838
1420,148254.65092392924
1421,196095.99091586508
1422,205876.8247708335
1423,224476.23041510736
1424,187417.84793260563
1425,245292.51993045365
1426,90051.7153056852
1427,147137.00207811195
1428,44746.2588657617
1429,92177.65253466331
1430,149254.34190509867
1431,40592.73058158698
1432,100917.56490746386
1433,30440.131537969006
1434,321725.7776328594
1435,266733.1622415229
1436,210425.70976257595
1437,152947.83185680764
1438,206697.693086484
1439,154174.75363108492
1440,194192.83021468396
1441,187156.42359747435
1442,314163.53027440433
1443,342134.7635426895
1444,78434.63000174623
1445,199994.8729847965
1446,104273.14551544616
1447,117556.01553876091
1448,145667.682390851
1449,75541.30061551345
1450,59609.430071314186
1451,160717.1246728136
1452,48795.96095773614
1453,53750.80618516731
1454,65604.13530366769
1455,59215.11668679244
1456,169297.10425855895
1457,112679.8378799228
1458,228913.2084797308
